X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,FID
-79.265914899999984,43.727413199999987,130811,GO-20173162091,2017-12-08T05:00:00.000Z,2017-12-09T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,9,343,Saturday  ,9,2017,December,8,342,Friday    ,19,Auto Theft,D41,124,Kennedy Park (124),43.7274132,-79.2659149,13458
-79.281494099999989,43.7847366,130812,GO-20173245173,2017-12-21T05:00:00.000Z,2017-12-22T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,22,356,Friday    ,8,2017,December,21,355,Thursday  ,20,Auto Theft,D42    ,128,Agincourt South-Malvern West (128),43.7847366,-79.2814941,13459
-79.3014297,43.7638702,130813,GO-20173245860,2017-11-17T05:00:00.000Z,2017-12-22T05:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2017,December,22,356,Friday    ,10,2017,November,17,321,Friday    ,8,Auto Theft,D41,119,Wexford/Maryvale (119),43.7638702,-79.3014297,13460
-79.2577362,43.7307701,130814,GO-20173254859,2017-12-22T05:00:00.000Z,2017-12-23T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,23,357,Saturday  ,20,2017,December,22,356,Friday    ,15,Auto Theft,D41,124,Kennedy Park (124),43.7307701,-79.2577362,13461
-79.2577362,43.7307701,130815,GO-20173254859,2017-12-22T05:00:00.000Z,2017-12-23T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,23,357,Saturday  ,20,2017,December,22,356,Friday    ,15,Auto Theft,D41,124,Kennedy Park (124),43.7307701,-79.2577362,13462
-79.623909,43.7504463,130816,GO-20173258701,2017-12-24T05:00:00.000Z,2017-12-24T05:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2017,December,24,358,Sunday    ,15,2017,December,24,358,Sunday    ,12,Auto Theft,D23    ,1,West Humber-Clairville (1),43.7504463,-79.623909,13463
-79.5162048,43.700161,130817,GO-20173275023,2017-12-26T05:00:00.000Z,2017-12-27T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,27,361,Wednesday ,20,2017,December,26,360,Tuesday   ,20,Auto Theft,D12,113,Weston (113),43.700161,-79.5162048,13464
-79.1433716,43.790889699999987,130818,GO-20173289836,2017-12-30T05:00:00.000Z,2017-12-30T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,December,30,364,Saturday  ,10,2017,December,30,364,Saturday  ,0,Auto Theft,D43,133,Centennial Scarborough (133),43.7908897,-79.1433716,13465
-79.1433716,43.790889699999987,130819,GO-20173289836,2017-12-30T05:00:00.000Z,2017-12-30T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,December,30,364,Saturday  ,10,2017,December,30,364,Saturday  ,0,Auto Theft,D43,133,Centennial Scarborough (133),43.7908897,-79.1433716,13466
-79.5230408,43.6963463,130820,GO-20173293912,2017-12-31T05:00:00.000Z,2017-12-31T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,December,31,365,Sunday    ,1,2017,December,31,365,Sunday    ,0,Auto Theft,D23    ,8,Humber Heights-Westmount (8),43.6963463,-79.5230408,13467
-79.5230408,43.6963463,130821,GO-20173293912,2017-12-31T05:00:00.000Z,2017-12-31T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,December,31,365,Sunday    ,1,2017,December,31,365,Sunday    ,0,Auto Theft,D23    ,8,Humber Heights-Westmount (8),43.6963463,-79.5230408,13468
-79.5252838,43.6899376,130822,GO-20173296655,2017-12-31T05:00:00.000Z,2017-12-31T05:00:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2017,December,31,365,Sunday    ,15,2017,December,31,365,Sunday    ,13,Auto Theft,D23,8,Humber Heights-Westmount (8),43.6899376,-79.5252838,13469
-79.3244934,43.6676865,130823,GO-20173054429,2017-11-21T05:00:00.000Z,2017-11-23T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,November,23,327,Thursday  ,13,2017,November,21,325,Tuesday   ,15,Auto Theft,D55,65,Greenwood-Coxwell (65),43.6676865,-79.3244934,13470
-79.45706180000002,43.6583443,130824,GO-20173283881,2017-12-28T05:00:00.000Z,2017-12-29T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,29,363,Friday    ,10,2017,December,28,362,Thursday  ,21,Auto Theft,D11,88,High Park North (88),43.6583443,-79.4570618,13471
-79.437919599999987,43.708313,130825,GO-20143200368,2014-10-29T04:00:00.000Z,2014-10-29T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,October,29,302,Wednesday ,18,2014,October,29,302,Wednesday ,7,Auto Theft,D13,32,Englemount-Lawrence (32),43.708313,-79.4379196,13472
-79.437919599999987,43.708313,130826,GO-20143200368,2014-10-29T04:00:00.000Z,2014-10-29T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,October,29,302,Wednesday ,18,2014,October,29,302,Wednesday ,7,Auto Theft,D13,32,Englemount-Lawrence (32),43.708313,-79.4379196,13473
-79.488922100000011,43.7430916,130827,GO-20143189508,2014-10-27T04:00:00.000Z,2014-10-28T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,October,28,301,Tuesday   ,5,2014,October,27,300,Monday    ,22,Auto Theft,D31,26,Downsview-Roding-CFB (26),43.7430916,-79.4889221,13474
-79.5892334,43.7410965,130828,GO-20143212337,2014-10-31T04:00:00.000Z,2014-10-31T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,October,31,304,Friday    ,15,2014,October,31,304,Friday    ,14,Auto Theft,D23,2,Mount Olive-Silverstone-Jamestown (2),43.7410965,-79.5892334,13475
-79.181015,43.7892151,130829,GO-20143209648,2014-10-30T04:00:00.000Z,2014-10-31T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,October,31,304,Friday    ,7,2014,October,30,303,Thursday  ,21,Auto Theft,D43,134,Highland Creek (134),43.7892151,-79.181015,13476
-79.181015,43.7892151,130830,GO-20143209648,2014-10-30T04:00:00.000Z,2014-10-31T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,October,31,304,Friday    ,7,2014,October,30,303,Thursday  ,21,Auto Theft,D43,134,Highland Creek (134),43.7892151,-79.181015,13477
-79.524284400000013,43.7559319,130831,GO-20143226630,2014-11-02T04:00:00.000Z,2014-11-02T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,November,2,306,Sunday    ,20,2014,November,2,306,Sunday    ,16,Auto Theft,D31,24,Black Creek (24),43.7559319,-79.5242844,13478
-79.4194183,43.7954788,130832,GO-20143233757,2014-11-03T05:00:00.000Z,2014-11-04T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,November,4,308,Tuesday   ,2,2014,November,3,307,Monday    ,22,Auto Theft,D32,50,Newtonbrook East (50),43.7954788,-79.4194183,13479
-79.5595551,43.624073,130833,GO-20143191700,2014-10-24T04:00:00.000Z,2014-10-28T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,October,28,301,Tuesday   ,12,2014,October,24,297,Friday    ,16,Auto Theft,D22,14,Islington-City Centre West (14),43.624073,-79.5595551,13480
-79.5358047,43.6427994,122794,GO-20142493445,2014-07-13T04:00:00.000Z,2014-07-14T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,14,195,Monday    ,8,2014,July,13,194,Sunday    ,23,Auto Theft,D22,14,Islington-City Centre West (14),43.6427994,-79.5358047,5001
-79.3560944,43.7997742,122795,GO-20142493832,2014-07-13T04:00:00.000Z,2014-07-14T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,14,195,Monday    ,9,2014,July,13,194,Sunday    ,20,Auto Theft,D33,48,Hillcrest Village (48),43.7997742,-79.3560944,5002
-79.4082642,43.762104,122796,GO-20142499445,2014-07-13T04:00:00.000Z,2014-07-15T04:00:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2014,July,15,196,Tuesday   ,2,2014,July,13,194,Sunday    ,7,Auto Theft,D32,51,Willowdale East (51),43.762104,-79.4082642,5003
-79.450325,43.733936299999989,122797,GO-20142502432,2014-07-15T04:00:00.000Z,2014-07-15T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,15,196,Tuesday   ,14,2014,July,15,196,Tuesday   ,6,Auto Theft,D32,33,Clanton Park (33),43.7339363,-79.450325,5004
-79.368927,43.793972,122798,GO-20142504179,2014-07-15T04:00:00.000Z,2014-07-15T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,15,196,Tuesday   ,18,2014,July,15,196,Tuesday   ,7,Auto Theft,D33,48,Hillcrest Village (48),43.793972,-79.368927,5005
-79.3470383,43.7751083,122799,GO-20142504431,2014-07-15T04:00:00.000Z,2014-07-15T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,15,196,Tuesday   ,19,2014,July,15,196,Tuesday   ,8,Auto Theft,D33,47,Don Valley Village (47),43.7751083,-79.3470383,5006
-79.3893356,43.7121544,122800,GO-20142506732,2014-07-16T04:00:00.000Z,2014-07-16T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,July,16,197,Wednesday ,7,2014,July,16,197,Wednesday ,0,Auto Theft,D53,99,Mount Pleasant East (99),43.7121544,-79.3893356,5007
-79.4093781,43.760334,122801,GO-20142482288,2014-07-12T04:00:00.000Z,2014-07-12T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,12,193,Saturday  ,12,2014,July,12,193,Saturday  ,10,Auto Theft,D32,51,Willowdale East (51),43.760334,-79.4093781,5008
-79.251022299999988,43.8334541,122802,GO-20142509890,2014-07-16T04:00:00.000Z,2014-07-16T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,16,197,Wednesday ,15,2014,July,16,197,Wednesday ,15,Auto Theft,D42,131,Rouge (131),43.8334541,-79.2510223,5009
-79.3636627,43.7672386,122803,GO-20142510782,2014-07-16T04:00:00.000Z,2014-07-16T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,16,197,Wednesday ,18,2014,July,16,197,Wednesday ,7,Auto Theft,D33,52,Bayview Village (52),43.7672386,-79.3636627,5010
-79.5928497,43.6808167,122804,GO-20142515845,2014-07-16T04:00:00.000Z,2014-07-17T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,17,198,Thursday  ,13,2014,July,16,197,Wednesday ,19,Auto Theft,D23,1,West Humber-Clairville (1),43.6808167,-79.5928497,5011
-79.4122238,43.7323151,122805,GO-20142521288,2014-07-18T04:00:00.000Z,2014-07-18T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,July,18,199,Friday    ,10,2014,July,18,199,Friday    ,10,Auto Theft,D32,105,Lawrence Park North (105),43.7323151,-79.4122238,5012
-79.5864182,43.7325096,122806,GO-20142530993,2014-07-17T04:00:00.000Z,2014-07-19T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,19,200,Saturday  ,19,2014,July,17,198,Thursday  ,21,Auto Theft,D23,2,Mount Olive-Silverstone-Jamestown (2),43.7325096,-79.5864182,5013
-79.4498291,43.6764717,122807,GO-20142533153,2014-07-20T04:00:00.000Z,2014-07-20T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,20,201,Sunday    ,5,2014,July,20,201,Sunday    ,1,Auto Theft,D13,92,Corso Italia-Davenport (92),43.6764717,-79.4498291,5014
-79.5580597,43.7600021,122808,GO-20142534710,2014-07-19T04:00:00.000Z,2014-07-20T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2014,July,20,201,Sunday    ,12,2014,July,19,200,Saturday  ,20,Auto Theft,D31,21,Humber Summit (21),43.7600021,-79.5580597,5015
-79.5580597,43.7600021,122809,GO-20142534710,2014-07-19T04:00:00.000Z,2014-07-20T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2014,July,20,201,Sunday    ,12,2014,July,19,200,Saturday  ,20,Auto Theft,D31,21,Humber Summit (21),43.7600021,-79.5580597,5016
-79.3182678,43.7563477,122810,GO-20162143363,2016-12-03T05:00:00.000Z,2016-12-03T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,December,3,338,Saturday  ,8,2016,December,3,338,Saturday  ,0,Auto Theft,D33,45,Parkwoods-Donalda (45),43.7563477,-79.3182678,5017
-79.545822099999981,43.5895691,122811,GO-20162150037,2016-12-03T05:00:00.000Z,2016-12-04T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,4,339,Sunday    ,11,2016,December,3,338,Saturday  ,20,Auto Theft,D22,19,Long Branch (19),43.5895691,-79.5458221,5018
-79.1975784,43.7589722,122812,GO-20162139245,2016-12-01T05:00:00.000Z,2016-12-02T05:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,December,2,337,Friday    ,15,2016,December,1,336,Thursday  ,23,Auto Theft,D43,136,West Hill (136),43.7589722,-79.1975784,5019
-79.1975784,43.7589722,122813,GO-20162139245,2016-12-01T05:00:00.000Z,2016-12-02T05:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,December,2,337,Friday    ,15,2016,December,1,336,Thursday  ,23,Auto Theft,D43,136,West Hill (136),43.7589722,-79.1975784,5020
-79.5605621,43.7674179,122814,GO-20162155258,2016-12-04T05:00:00.000Z,2016-12-05T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,5,340,Monday    ,9,2016,December,4,339,Sunday    ,17,Auto Theft,D31,21,Humber Summit (21),43.7674179,-79.5605621,5021
-79.544609099999988,43.7352562,122815,GO-20162160616,2016-12-05T05:00:00.000Z,2016-12-06T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,December,6,341,Tuesday   ,6,2016,December,5,340,Monday    ,23,Auto Theft,D31,22,Humbermede (22),43.7352562,-79.5446091,5022
-79.2758408,43.7599525,122816,GO-20162161942,2016-12-04T05:00:00.000Z,2016-12-06T05:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,December,6,341,Tuesday   ,10,2016,December,4,339,Sunday    ,15,Auto Theft,D41,126,Dorset Park (126),43.7599525,-79.2758408,5023
-79.2341995,43.8080482,122817,GO-20161037860,2016-06-14T04:00:00.000Z,2016-06-14T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,June,14,166,Tuesday   ,19,2016,June,14,166,Tuesday   ,10,Auto Theft,D42    ,132,Malvern (132),43.8080482,-79.2341995,5024
-79.5412979,43.6899071,122818,GO-20162176286,2016-12-08T05:00:00.000Z,2016-12-08T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,December,8,343,Thursday  ,12,2016,December,8,343,Thursday  ,12,Auto Theft,D23,6,Kingsview Village-The Westway (6),43.6899071,-79.5412979,5025
-79.462539699999979,43.680957799999987,122819,GO-20162195596,2016-12-10T05:00:00.000Z,2016-12-11T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,11,346,Sunday    ,15,2016,December,10,345,Saturday  ,18,Auto Theft,D12,91,Weston-Pellam Park (91),43.6809578,-79.4625397,5026
-79.3728333,43.6692467,122820,GO-20161913464,2016-10-26T04:00:00.000Z,2016-10-27T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,October,27,301,Thursday  ,22,2016,October,26,300,Wednesday ,23,Auto Theft,D51,74,North St.James Town (74),43.6692467,-79.3728333,5027
-79.4263687,43.6363335,122821,GO-20162192185,2016-12-10T05:00:00.000Z,2016-12-11T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,11,346,Sunday    ,0,2016,December,10,345,Saturday  ,20,Auto Theft,D14,85,South Parkdale (85),43.6363335,-79.4263687,5028
-79.4187927,43.7929573,122822,GO-20162181644,2016-12-06T05:00:00.000Z,2016-12-09T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,9,344,Friday    ,9,2016,December,6,341,Tuesday   ,9,Auto Theft,D32,50,Newtonbrook East (50),43.7929573,-79.4187927,5029
-79.5918808,43.7233429,122823,GO-20162198640,2016-12-11T05:00:00.000Z,2016-12-12T05:00:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2016,December,12,347,Monday    ,7,2016,December,11,346,Sunday    ,22,Auto Theft,D23,1,West Humber-Clairville (1),43.7233429,-79.5918808,5030
-79.4806213,43.665580699999985,122824,GO-20162188170,2016-12-09T05:00:00.000Z,2016-12-10T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,10,345,Saturday  ,9,2016,December,9,344,Friday    ,18,Auto Theft,D11,90,Junction Area (90),43.6655807,-79.4806213,5031
-79.459861800000013,43.668396,122825,GO-20162168966,2016-12-06T05:00:00.000Z,2016-12-07T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,7,342,Wednesday ,11,2016,December,6,341,Tuesday   ,20,Auto Theft,D11,91,Weston-Pellam Park (91),43.668396,-79.4598618,5032
-79.5470886,43.6369095,122826,GO-20162205150,2016-12-12T05:00:00.000Z,2016-12-13T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,December,13,348,Tuesday   ,6,2016,December,12,347,Monday    ,21,Auto Theft,D22,14,Islington-City Centre West (14),43.6369095,-79.5470886,5033
-79.529403700000017,43.705143,122827,GO-20162207296,2016-12-12T05:00:00.000Z,2016-12-13T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,13,348,Tuesday   ,12,2016,December,12,347,Monday    ,23,Auto Theft,D12,113,Weston (113),43.705143,-79.5294037,5034
-79.5327911,43.7494888,122828,GO-20162207140,2016-12-13T05:00:00.000Z,2016-12-13T05:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,December,13,348,Tuesday   ,12,2016,December,13,348,Tuesday   ,12,Auto Theft,D31,22,Humbermede (22),43.7494888,-79.5327911,5035
-79.388717699999987,43.6439705,122829,GO-20162210687,2016-12-12T05:00:00.000Z,2016-12-14T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,14,349,Wednesday ,2,2016,December,12,347,Monday    ,23,Auto Theft,D52,77,Waterfront Communities-The Island (77),43.6439705,-79.3887177,5036
-79.506378200000015,43.6947136,122830,GO-20162213084,2016-12-13T05:00:00.000Z,2016-12-14T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,14,349,Wednesday ,10,2016,December,13,348,Tuesday   ,20,Auto Theft,D12,113,Weston (113),43.6947136,-79.5063782,5037
-79.2882614,43.7832909,122831,GO-2016420535,2016-03-09T05:00:00.000Z,2016-03-10T05:00:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2016,March,10,70,Thursday  ,17,2016,March,9,69,Wednesday ,12,Auto Theft,D42,128,Agincourt South-Malvern West (128),43.7832909,-79.2882614,5038
-79.5580597,43.7600021,122832,GO-20142534710,2014-07-19T04:00:00.000Z,2014-07-20T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2014,July,20,201,Sunday    ,12,2014,July,19,200,Saturday  ,20,Auto Theft,D31,21,Humber Summit (21),43.7600021,-79.5580597,5039
-79.2570724,43.723423,122833,GO-20142540176,2014-07-21T04:00:00.000Z,2014-07-21T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,21,202,Monday    ,9,2014,July,21,202,Monday    ,1,Auto Theft,D41,124,Kennedy Park (124),43.723423,-79.2570724,5040
-79.5993042,43.7523041,122834,GO-20142541675,2014-07-20T04:00:00.000Z,2014-07-21T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,21,202,Monday    ,13,2014,July,20,201,Sunday    ,19,Auto Theft,D23,2,Mount Olive-Silverstone-Jamestown (2),43.7523041,-79.5993042,5041
-79.4482651,43.7248802,122835,GO-20142550545,2014-07-22T04:00:00.000Z,2014-07-22T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,22,203,Tuesday   ,17,2014,July,22,203,Tuesday   ,9,Auto Theft,D32,31,Yorkdale-Glen Park (31),43.7248802,-79.4482651,5042
-79.4268799,43.6983337,122836,GO-20142554003,2014-07-22T04:00:00.000Z,2014-07-23T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,July,23,204,Wednesday ,8,2014,July,22,203,Tuesday   ,22,Auto Theft,D13,106,Humewood-Cedarvale (106),43.6983337,-79.4268799,5043
-79.2967682,43.6893082,122837,GO-20142555477,2014-07-22T04:00:00.000Z,2014-07-23T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,23,204,Wednesday ,12,2014,July,22,203,Tuesday   ,18,Auto Theft,D54,62,East End-Danforth (62),43.6893082,-79.2967682,5044
-79.3396149,43.7230263,122838,GO-20142556461,2014-07-23T04:00:00.000Z,2014-07-23T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,23,204,Wednesday ,15,2014,July,23,204,Wednesday ,13,Auto Theft,D33,42,Banbury-Don Mills (42),43.7230263,-79.3396149,5045
-79.44798280000002,43.7524261,122839,GO-20142560627,2014-07-23T04:00:00.000Z,2014-07-24T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,July,24,205,Thursday  ,15,2014,July,23,204,Wednesday ,21,Auto Theft,D32,33,Clanton Park (33),43.7524261,-79.4479828,5046
-79.204834,43.797451,122840,GO-20142566139,2014-07-24T04:00:00.000Z,2014-07-24T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,24,205,Thursday  ,23,2014,July,24,205,Thursday  ,23,Auto Theft,D42,132,Malvern (132),43.797451,-79.204834,5047
-79.4195175,43.6320152,122841,GO-20142567313,2014-07-25T04:00:00.000Z,2014-07-25T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,25,206,Friday    ,14,2014,July,25,206,Friday    ,0,Auto Theft,D14,82,Niagara (82),43.6320152,-79.4195175,5048
-79.346855199999979,43.6711311,122842,GO-20142571327,2014-07-21T04:00:00.000Z,2014-07-25T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,July,25,206,Friday    ,19,2014,July,21,202,Monday    ,23,Auto Theft,D55,68,North Riverdale (68),43.6711311,-79.3468552,5049
-79.5157776,43.620197299999987,122843,GO-20142573236,2014-07-25T04:00:00.000Z,2014-07-26T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,26,207,Saturday  ,1,2014,July,25,206,Friday    ,22,Auto Theft,D22,14,Islington-City Centre West (14),43.6201973,-79.5157776,5050
-79.2770309,43.7516556,122844,GO-20142575398,2014-07-26T04:00:00.000Z,2014-07-26T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,26,207,Saturday  ,11,2014,July,26,207,Saturday  ,11,Auto Theft,D41,126,Dorset Park (126),43.7516556,-79.2770309,5051
-79.4174805,43.6810532,122845,GO-20142575544,2014-07-25T04:00:00.000Z,2014-07-26T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,26,207,Saturday  ,12,2014,July,25,206,Friday    ,20,Auto Theft,D13,96,Casa Loma (96),43.6810532,-79.4174805,5052
-79.4216461,43.739872,122846,GO-20142576092,2014-07-25T04:00:00.000Z,2014-07-26T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,26,207,Saturday  ,13,2014,July,25,206,Friday    ,14,Auto Theft,D32,39,Bedford Park-Nortown (39),43.739872,-79.4216461,5053
-79.4160004,43.7816391,122847,GO-20142579105,2014-07-26T04:00:00.000Z,2014-07-26T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,26,207,Saturday  ,23,2014,July,26,207,Saturday  ,11,Auto Theft,D32,50,Newtonbrook East (50),43.7816391,-79.4160004,5054
-79.3892441,43.759922,122848,GO-20142585435,2014-07-25T04:00:00.000Z,2014-07-27T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,27,208,Sunday    ,23,2014,July,25,206,Friday    ,5,Auto Theft,D32,40,St.Andrew-Windfields (40),43.759922,-79.3892441,5055
-79.4730682,43.6767921,122849,GO-20142592774,2014-07-28T04:00:00.000Z,2014-07-29T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,29,210,Tuesday   ,6,2014,July,28,209,Monday    ,17,Auto Theft,D12,90,Junction Area (90),43.6767921,-79.4730682,5056
-79.3267899,43.8131294,122850,GO-20142593163,2014-07-29T04:00:00.000Z,2014-07-29T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,29,210,Tuesday   ,8,2014,July,29,210,Tuesday   ,0,Auto Theft,D42,116,Steeles (116),43.8131294,-79.3267899,5057
-79.2516937,43.732250199999989,122851,GO-20142599063,2014-07-29T04:00:00.000Z,2014-07-30T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,30,211,Wednesday ,3,2014,July,29,210,Tuesday   ,23,Auto Theft,D41,124,Kennedy Park (124),43.7322502,-79.2516937,5058
-79.3250732,43.6715813,122852,GO-20142600901,2014-07-30T04:00:00.000Z,2014-07-30T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,30,211,Wednesday ,11,2014,July,30,211,Wednesday ,5,Auto Theft,D55,65,Greenwood-Coxwell (65),43.6715813,-79.3250732,5059
-79.4857025,43.7551918,122853,GO-20142606318,2014-07-31T04:00:00.000Z,2014-07-31T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2014,July,31,212,Thursday  ,8,2014,July,31,212,Thursday  ,1,Auto Theft,D31,27,York University Heights (27),43.7551918,-79.4857025,5060
-79.4857025,43.7551918,122854,GO-20142606318,2014-07-31T04:00:00.000Z,2014-07-31T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2014,July,31,212,Thursday  ,8,2014,July,31,212,Thursday  ,1,Auto Theft,D31,27,York University Heights (27),43.7551918,-79.4857025,5061
-79.38414,43.7628059,122855,GO-20162235922,2016-12-10T05:00:00.000Z,2016-12-18T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,December,18,353,Sunday    ,1,2016,December,10,345,Saturday  ,8,Auto Theft,D33,40,St.Andrew-Windfields (40),43.7628059,-79.38414,5062
-79.4743729,43.6765289,122856,GO-20162238461,2016-12-17T05:00:00.000Z,2016-12-18T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,18,353,Sunday    ,12,2016,December,17,352,Saturday  ,23,Auto Theft,D12,111,Rockcliffe-Smythe (111),43.6765289,-79.4743729,5063
-79.5047607,43.715744,122857,GO-20162239219,2016-12-18T05:00:00.000Z,2016-12-18T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,18,353,Sunday    ,15,2016,December,18,353,Sunday    ,2,Auto Theft,D12,28,Rustic (28),43.715744,-79.5047607,5064
-79.5251846,43.7733574,122858,GO-20162230434,2016-12-16T05:00:00.000Z,2016-12-17T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,December,17,352,Saturday  ,0,2016,December,16,351,Friday    ,23,Auto Theft,D31,24,Black Creek (24),43.7733574,-79.5251846,5065
